Company,Orig,Review,Cocao,Location,Rating,Type,BroadOrig
Rogue,"Caranero, Choc. Garage Exclusive",2015,70%,U.S.A.,3.75,A,Venezuela
Rogue,"Tranquilidad, Batch 1",2015,75%,U.S.A.,3.25,A,Bolivia
Rogue,"Hispaniola, 2013",2013,70%,U.S.A.,3.5,A,Dominican Republic
Rogue,"Silvestre, Batch 7, 2013",2013,75%,U.S.A.,4,A,Bolivia
Rogue,Piura,2010,75%,U.S.A.,3.75,A,Peru
Rogue,"Hispaniola, 2008",2008,70%,U.S.A.,2.75,A,Dominican Republic
Rozsavolgyi,Sur del Lago,2012,84%,Hungary,2.5,A,Venezuela
Rozsavolgyi,Porcelana,2011,71%,Hungary,2.5,A,Venezuela
Rozsavolgyi,"Aragua, Trincheras",2011,70%,Hungary,3.5,A,Venezuela
S.A.I.D.,100 percent,2010,100%,Italy,1.5,A,Â 
S.A.I.D.,Samana,2010,70%,Italy,3,A,Dominican Republic
S.A.I.D.,Arawak,2010,72%,Italy,3.5,A,Carribean
S.A.I.D.,Latino,2010,72%,Italy,3.5,A,Â 
Sacred,Midnight,2012,83%,U.S.A.,2.75,A,Central and S. America
Sacred,Twilight,2012,69%,U.S.A.,3.25,A,Central and S. America
Scharffen Berger,San Juan de Cheni,2012,78%,U.S.A.,4,A,Peru
Scharffen Berger,Markham Valley,2011,68%,U.S.A.,3.75,A,Papua New Guinea
Scharffen Berger,Tome Acu,2009,68%,U.S.A.,3.75,A,Brazil
Scharffen Berger,Nibby,2007,62%,U.S.A.,3,A,Â 
Scharffen Berger,Cuyagua,2007,75%,U.S.A.,3.75,A,Venezuela
Scharffen Berger,Extra Dark,2006,82%,U.S.A.,2,A,Â 
Seaforth,Dominican Republic,2015,70%,U.K.,2.75,A,Domincan Republic
Seaforth,Grenada,2015,70%,U.K.,2.75,A,Grenada
Shark's,Hilo,2011,73%,U.S.A.,2,A,Hawaii
Shark's,"Hilo, w/ added cocoa butter",2011,73%,U.S.A.,2.5,A,Hawaii
Shattel,Tingo Maria,2016,70%,Peru,3.25,A,Peru
Sibu,Oro,2015,82%,Costa Rica,3.25,A,Costa Rica
Sibu,Oscuro,2015,70%,Costa Rica,3.5,A,Costa Rica
Sibu Sura,Peru,2012,70%,U.S.A.,2.5,A,Peru
Sirene,Wild Bolivia,2016,73%,Canada,3.5,A,Bolivia
Sirene,Kokoa Kamili Coop,2016,73%,Canada,3.5,A,Tanzania
Sirene,"Esmeraldas, Salazar Farm",2016,73%,Canada,3.75,A,Ecuador
Sirene,"Camino Verde P., Balao, Guayas, 2012",2015,100%,Canada,3,A,Ecuador
Sirene,Lachua w/ cane sugar,2015,73%,Canada,3,A,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",2015,73%,Canada,3.25,A,Guatemala
Sirene,Pisa,2015,73%,Canada,3.25,A,Haiti
Sirene,"Camino Verde P., Balao, Guayas",2014,73%,Canada,3.75,A,Ecuador
Sjolinds,Nicaragua,2015,72%,U.S.A.,3,A,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",2017,70%,Australia,3.5,A,Dominican Republic
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",2016,70%,Australia,3.75,A,Belize
"Smooth Chocolator, The",Australia,2016,67%,Australia,3.75,A,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",2016,70%,Australia,3.25,A,Guatemala
"Smooth Chocolator, The",Kokoa Kamili,2015,67%,Australia,3.75,A,Tanzania
"Smooth Chocolator, The",Camino Verde,2015,72%,Australia,4,A,Ecuador
"Smooth Chocolator, The",Bolivia,2015,72%,Australia,2.75,A,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",2015,65%,Australia,3.5,A,Papua New Guinea
Snake & Butterfly,Ecuador,2010,68%,U.S.A.,3.25,A,Ecuador
Sol Cacao,"Ecuador, Batch 1",2016,70%,U.S.A.,3.5,A,Ecuador
Solkiki,"Castillo, Hispaniola, unroasted",2016,85%,U.K.,2.75,A,Domincan Republic
Solomons Gold,Solomon Island,2016,70%,New Zealand,3.25,A,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,2016,75%,New Zealand,3.25,A,Solomon Islands
Solstice,Amazonas,2013,70%,U.S.A.,3,A,Venezuela
Solstice,Bolivia,2013,70%,U.S.A.,3.25,A,Bolivia
Solstice,San Martin,2013,70%,U.S.A.,3.25,A,Peru
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",2016,62%,Canada,3.5,A,Domincan Republic
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75%,Canada,3.75,A,"Ven.,Ecu.,Peru,Nic."
Soma,"Camino Verde, Black S., batch cvu6030.0",2016,70%,Canada,3.25,A,Ecuador
Soma,Porcelana,2015,75%,Canada,4,A,Venezuela
Soma,"La Tronca, Matagalpa",2014,70%,Canada,3.5,A,Nicaragua
Soma,Chef's Blend,2013,70%,Canada,3.25,A,Â 
Soma,Crazy 88,2013,88%,Canada,4,A,"Guat., D.R., Peru, Mad., PNG"
Soma,Equator,2013,67%,Canada,4,A,"Peru, Dom. Rep"
Soma,Noula Coop,2012,70%,Canada,3.25,A,Haiti
Soma,O'ahu,2012,70%,Canada,3.75,A,Hawaii
Soma,Peruvian,2011,64%,Canada,4,A,Peru
Somerville,Nicaragua,2014,70%,U.S.A.,3.25,A,Nicaragua
Somerville,"Hawaiian, Big Island",2014,70%,U.S.A.,3.5,A,Hawaii
Soul,Dominican Republic,2017,70%,Canada,3.25,A,Dominican Republic
Soul,Madagascar,2017,70%,Canada,3.5,A,Madagascar
Soul,Venezuela,2017,75%,Canada,3.5,A,Venezuela
Soul,Ecuador,2017,75%,Canada,3.25,A,Ecuador
Soul,Papua New Guinea,2017,77%,Canada,3.25,A,Papua New Guinea
Soul,Tanzania,2017,80%,Canada,3.5,A,Tanzania
Spagnvola,AgroCriso Plantation,2012,70%,U.S.A.,3,A,Dominican Republic
Spagnvola,AgroCriso Plantation,2012,80%,U.S.A.,3,A,Dominican Republic
Spagnvola,AgroCriso Plantation,2012,75%,U.S.A.,3.25,A,Dominican Republic
Spencer,Dominican Republic,2017,70%,U.S.A.,3.75,A,Dominican Republic
Spencer,Ecuador,2017,70%,U.S.A.,3.5,A,Ecuador
Spencer,Peru,2017,70%,U.S.A.,2.75,A,Peru
Spencer,"Dominican Republic, lot D82R",2016,70%,Australia,3.5,A,Domincan Republic
Spencer,"Ecuador, lot E432314L",2016,70%,Australia,3.75,A,Ecuador
Spencer,"Madagascar, lot M0403R",2016,70%,Australia,3.75,A,Madagascar
SRSLY,Dominican Republic,2013,70%,U.S.A.,3,A,Dominican Republic
SRSLY,Dominican Republic,2013,84%,U.S.A.,2.25,A,Dominican Republic
Starchild,Hispaniola,2015,70%,U.S.A.,3,A,Domincan Republic
Starchild,Cacao Verapaz,2015,70%,U.S.A.,3,A,Guatemala
Stella (aka Bernrain),India,2011,72%,Switzerland,3.25,A,India
Stone Grindz,"Ecuador, Midnight Dark",2014,84%,U.S.A.,3.5,A,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",2014,70%,U.S.A.,3.5,A,Ecuador
StRita Supreme,"Samar, East Visayas region",2012,65%,U.S.A.,2.5,A,Philippines
StRita Supreme,"Samar, East Visayas region",2012,70%,U.S.A.,2.5,A,Philippines
StRita Supreme,"Samar, East Visayas region",2012,75%,U.S.A.,2.75,A,Philippines
Suruca Chocolate,Venezuela,2016,70%,Venezuela,2.75,A,Venezuela
Suruca Chocolate,Venezuela,2016,60%,Venezuela,3,A,Venezuela
Szanto Tibor,Nacional,2015,70%,Hungary,3.25,A,Ecuador
Szanto Tibor,Cacao Blanco,2013,70%,Hungary,3.25,A,Nicaragua
Szanto Tibor,Santo Domingo,2012,70%,Hungary,3.25,A,Dominican Republic
Szanto Tibor,Millot Plantation,2012,70%,Hungary,3.25,A,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",2012,70%,Hungary,3.75,A,Peru
Szanto Tibor,Crudo,2011,70%,Hungary,3,A,Venezuela
Tabal,Costa Rica,2013,70%,U.S.A.,2.75,A,Costa Rica
Tabal,Dominican Republic,2013,70%,U.S.A.,2.75,A,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",2013,70%,U.S.A.,2.5,A,Mexico
Tabal,Peru,2013,70%,U.S.A.,3,A,Peru
Tablette (aka Vanillabeans),Colombia,2015,70%,Japan,3,A,Colombia
Tablette (aka Vanillabeans),Papua,2015,62%,Japan,3.25,A,Papua New Guinea
Taza,Alto Beni,2011,87%,U.S.A.,3.25,A,Bolivia
Taza,Chiapan,2009,75%,U.S.A.,2.75,A,Mexico
Taza,"Dark, Stone Ground",2007,70%,U.S.A.,3,A,Dominican Republic
TCHO,Peru- Ecuador,2012,99%,U.S.A.,3.25,A,"Peru, Ecuador"
TCHO,TCHOPro 60.5,2009,60%,U.S.A.,2.75,A,Â 
TCHO,TCHOPro 68,2009,68%,U.S.A.,3,A,Â 
TCHO,Fruity-beta,2008,70%,U.S.A.,2.5,A,Peru
TCHO,Citrus-beta,2008,70%,U.S.A.,2.75,A,Madagascar
TCHO,Nutty-beta,2008,70%,U.S.A.,2.5,A,Peru
Tejas,Concepcion,2012,70%,U.S.A.,2.75,A,Madagascar
Tejas,Aranama,2012,70%,U.S.A.,3,A,Papua New Guinea
Tejas,Presidio,2012,70%,U.S.A.,3.5,A,Dominican Republic
Tejas,"La Bahia, w/ cane juice",2012,70%,U.S.A.,3.25,A,Ecuador
Tejas,Capistrano,2012,70%,U.S.A.,2,A,Peru
Tejas,"La Bahia, w/ cane sugar",2012,70%,U.S.A.,3.25,A,Ecuador
Tejas,San Jose,2012,70%,U.S.A.,2.75,A,Bolivia
Tejas,Capistrano*,2012,70%,U.S.A.,3,A,Madagascar
Tejas,Espada,2012,70%,U.S.A.,3.25,A,Mexico
Tejas,Espada,2012,70%,U.S.A.,2.75,A,Brazil
Tejas,Concepcion*,2012,80%,U.S.A.,3,A,Venezuela
Tejas,San Jose,2012,67%,U.S.A.,3.25,A,Bolivia
Terroir,Peru,2015,70%,U.S.A.,2.75,A,Peru
Terroir,Ecuador,2015,70%,U.S.A.,3.25,A,Ecuador
Terroir,Oko Caribe,2015,70%,U.S.A.,3.5,A,Domincan Republic
Terroir,Ecuador,2014,77%,U.S.A.,3.25,A,Ecuador
The Barn,Peru,2015,70%,Sweden,3,A,Peru
Theo,Ivory Coast,2007,75%,U.S.A.,2.5,A,Ivory Coast
Theobroma,"Piura Select, Cacao Blanc",2015,70%,Japan,3.25,A,Peru
Tocoti,Venezuela,2011,72%,U.S.A.,2.75,A,Venezuela
Tocoti,Dominican Republic,2011,74%,U.S.A.,3,A,Dominican Republic
Treehouse,Conacado,2014,72%,U.S.A.,3,A,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",2011,72%,Madagascar,3.5,A,Madagascar
twenty-four blackbirds,Oko Caribe,2015,75%,U.S.A.,2.75,A,Domincan Republic
twenty-four blackbirds,"Cedeno, lot 271",2015,75%,U.S.A.,3.5,A,Ecuador
twenty-four blackbirds,Dominican Republic,2013,68%,U.S.A.,3.25,A,Dominican Republic
twenty-four blackbirds,Palos Blancos,2013,75%,U.S.A.,2.5,A,Bolivia
twenty-four blackbirds,Dominican Republic,2011,73%,U.S.A.,2.75,A,Dominican Republic
Un Dimanche A Paris,Dominican Republic,2011,63%,France,3.75,A,Dominican Republic
Undone,Matagalpa,2014,74%,U.S.A.,2.75,A,Nicaragua
Undone,Nourish,2014,70%,U.S.A.,3,A,Dominican Republic
Upchurch,"Tanzania, Party Bar",2016,72%,U.S.A.,3.25,A,Tanzania
Valrhona,"Piura, Illanka, Quemazon",2015,63%,France,4,A,Peru
Valrhona,"Andoa, Grand Cru blend",2013,70%,France,3.5,A,Â 
Valrhona,"Loma Sotavento, 2013",2013,64%,France,3.5,A,Dominican Republic
Valrhona,"Otucan, Grand Cru",2012,69%,France,4,A,Venezuela
Valrhona,Caraque,2011,56%,France,3.25,A,Â 
Valrhona,Tainori,2009,64%,France,3.75,A,Dominican Republic
Valrhona,Alpaco,2009,66%,France,3.75,A,Ecuador
Valrhona,Le Noir Extra Amer,2007,85%,France,1.5,A,Â 
Vicuna,Palos Blancos,2015,70%,U.S.A.,3.25,A,Bolivia
Vicuna,Palos Blancos + nibs,2015,70%,U.S.A.,3.25,A,Bolivia
Videri,Dominican Republic,2014,90%,U.S.A.,3.25,A,Dominican Republic
Videri,Mindo,2014,75%,U.S.A.,3.5,A,Ecuador
Videri,Dark,2013,90%,U.S.A.,3.75,A,Central and S. America
Videri,Classic,2012,70%,U.S.A.,3.25,A,Central and S. America
Vintage Plantations,San Martin,2014,75%,U.S.A.,3,A,Peru
Vivra,Peru,2016,70%,U.S.A.,2.5,A,Peru
Vivra,Ocumare,2016,70%,U.S.A.,2.5,A,Venezuela
Vivra,Dominican Republic,2016,70%,U.S.A.,3,A,Domincan Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",2016,70%,New Zealand,3.5,A,Peru
Willie's Cacao,Los Llanos,2016,70%,U.K.,4,A,Colombia
Willie's Cacao,"Java, Indonesian Black",2013,100%,U.K.,2.25,A,Indonesia
Willie's Cacao,Hacienda Las Trincheras,2010,72%,U.K.,3.5,A,Venezuela
Willie's Cacao,Java,2010,69%,U.K.,3.75,A,Indonesia
Willie's Cacao,San Martin,2009,70%,U.K.,3,A,Peru
Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016,76%,U.S.A.,3.5,A,Bolivia
Wm,"Ghana, 2013, batch 129",2016,75%,U.S.A.,3.75,A,Ghana
Woodblock,"Camino Verde P., Balao, Guayas",2013,70%,U.S.A.,3.25,A,Ecuador
Woodblock,Ecuador,2012,70%,U.S.A.,2.5,A,Ecuador
Woodblock,Costa Rica,2012,70%,U.S.A.,3,A,Costa Rica
Woodblock,Ocumare,2011,70%,U.S.A.,4,A,Venezuela
Woodblock,La Red,2011,70%,U.S.A.,3.5,A,Dominican Republic
Xocolat,Hispaniola,2013,66%,Domincan Republic,3,A,Dominican Republic
Xocolla,"Sambirano, batch 170102",2017,70%,U.S.A.,2.75,A,Madagascar
Xocolla,"Hispaniola, batch 170104",2017,70%,U.S.A.,2.5,A,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",2015,70%,U.S.A.,3,A,Papua New Guinea
Zak's,"Dominican Republic, Batch D2",2015,70%,U.S.A.,3.25,A,Domincan Republic
Zak's,"Peru, Batch 1",2015,70%,U.S.A.,3.25,A,Peru
Zak's,"House Blend, Batch 2",2015,60%,U.S.A.,3,A,Â 
Zokoko,Guadalcanal,2016,78%,Australia,3.75,A,Solomon Islands
Zokoko,Goddess Blend,2016,65%,Australia,3.25,A,Â 
Zokoko,Alto Beni,2011,68%,Australia,3.5,A,Bolivia
Zokoko,"Tranquilidad, Baures",2011,72%,Australia,3.75,A,Bolivia
Zotter,Raw,2014,80%,Austria,2.75,A,Â 
Zotter,"Bocas del Toro, Cocabo Co-op",2012,72%,Austria,3.5,A,Panama
Zotter,Amazonas Frucht,2012,65%,Austria,3.5,A,Â 
Zotter,"Loma Los Pinos, Yacao region, D.R.",2012,62%,Austria,3.75,A,Dominican Republic
Zotter,El Ceibo Coop,2012,90%,Austria,3.25,A,Bolivia
Zotter,Santo Domingo,2012,70%,Austria,3.75,A,Dominican Republic
Zotter,"Indianer, Raw",2012,58%,Austria,3.5,A,Â 
Zotter,Peru,2011,70%,Austria,3.75,A,Peru
Zotter,Kerala State,2011,62%,Austria,3.25,A,India
Zotter,"Brazil, Mitzi Blue",2010,65%,Austria,3,A,Brazil
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70%,U.S.A.,3.25,Amazon,Belize
Fruition,"Coto Brus, Heirloom, Batch 1",2016,74%,U.S.A.,4,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74%,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia
Fruition,"Wild Bolivian, Batch 2",2016,74%,U.S.A.,3.75,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67%,U.S.A.,3,Beniano,Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72%,U.S.A.,4,Beniano,Bolivia
Amedei,Nine,2007,75%,Italy,4,Blend,Â 
Amedei,Toscano Black,2007,63%,Italy,3.5,Blend,Â 
Amedei,Toscano Black,2006,70%,Italy,5,Blend,Â 
Amedei,Toscano Black,2006,66%,Italy,4,Blend,Â 
Bahen & Co.,Houseblend,2012,70%,Australia,2.5,Blend,Â 
Bittersweet Origins,2009 Hapa Nibby,2010,70%,U.S.A.,3.75,Blend,"Dominican Rep., Bali"
Burnt Fork Bend,Blend,2014,72%,U.S.A.,3.25,Blend,Â 
C-Amaro,"Lago di Como, Blu",2014,70%,Italy,3.5,Blend,Â 
Chocovic,Maragda,2007,70%,Spain,3,Blend,Â 
Domori,Blend No. 1,2008,78%,Italy,3.5,Blend,Â 
Domori,Ilblend,2008,70%,Italy,3.75,Blend,Â 
Garden Island,"Kaua'I, Alea Estate +world",2014,85%,U.S.A.,2.5,Blend,Hawaii
Guittard,Complexite,2009,70%,U.S.A.,3.5,Blend,Â 
Guittard,Quetzalcoatl,2007,72%,U.S.A.,3.5,Blend,Â 
Guittard,Tsaranta,2006,61%,U.S.A.,3.5,Blend,Â 
Guittard,Semisweet,2006,61%,U.S.A.,3,Blend,Â 
La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad."
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55%,U.S.A.,2.75,Blend,Hawaii
Mast Brothers,French Laundry 20th Anniversary,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Shake Shack,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80%,Switzerland,3.25,Blend,Â 
Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
Patric,Signature Blend,2011,70%,U.S.A.,3.75,Blend,Â 
Pierre Marcolini,Cabosse,2007,70%,Belgium,4,Blend,"Venezuela, Java"
Pierre Marcolini,Fleur de Cacao,2007,85%,Belgium,3.5,Blend,Venezuela/ Ghana
Ritual,"Mid Mountain, 2014",2015,70%,U.S.A.,3.5,Blend,Â 
Scharffen Berger,Finisterra,2008,72%,U.S.A.,3,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,2007,72%,U.S.A.,3,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75%,U.S.A.,3,Blend,Carribean
Scharffen Berger,Bittersweet,2006,70%,U.S.A.,3.5,Blend,Â 
Scharffen Berger,Kumasi Sambirano,2006,68%,U.S.A.,2,Blend,Ghana & Madagascar
Scharffen Berger,Semisweet,2006,62%,U.S.A.,3,Blend,Â 
Solstice,Wasatch,2013,70%,U.S.A.,3.5,Blend,Â 
Soma,Little Big Man,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"Dual Origins, Sambirano, Elvesia",2012,70%,Canada,4,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",2012,70%,Canada,4,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Eastern Promises,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG"
Tejas,Bayou Blend,2012,70%,U.S.A.,3,Blend,"Ecuador, Mad., PNG"
Theo,"Venezuela; Barinos, Merida, Tachron",2007,91%,U.S.A.,2,Blend,Venezuela
Theo,"Ghana, Panama, Ecuador",2007,75%,U.S.A.,3,Blend,"Ghana, Panama, Ecuador"
Valrhona,Araguani,2007,72%,France,3,Blend,"Venezuela, Carribean"
Maglio,Santo Domingo,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Carlotta Chocolat,Cesar,2016,65%,Colombia,3.5,CCN51,Colombia
A. Morin,Carenero,2014,70%,France,2.75,Criollo,Venezuela
A. Morin,Sur del Lago,2014,70%,France,3.5,Criollo,Venezuela
A. Morin,Puerto Cabello,2014,70%,France,3.75,Criollo,Venezuela
A. Morin,Madagascar,2013,70%,France,3,Criollo,Madagascar
Acalli,"Tumbes, Norandino",2015,70%,U.S.A.,3.75,Criollo,Peru
Ah Cacao,Tabasco,2009,70%,Mexico,3,Criollo,Mexico
Akesson's (Pralus),"Madagascar, Ambolikapiky P.",2010,75%,Switzerland,2.75,Criollo,Madagascar
Amano,Ocumare,2007,70%,U.S.A.,3.75,Criollo,Venezuela
Artisan du Chocolat,Peru,2009,75%,U.K.,3,Criollo,Peru
Benoit Nihant,Chuao,2013,74%,Belgium,3.5,Criollo,Venezuela
Benoit Nihant,Cuyagua Village,2013,74%,Belgium,3.5,Criollo,Venezuela
Beschle (Felchlin),Maracaibo,2011,88%,Switzerland,3,Criollo,Venezuela
Bittersweet Origins,"Ocumare, prototype",2010,78%,U.S.A.,3,Criollo,Venezuela
Bonnat,"Madagascar, 100% criollo",2011,75%,France,4,Criollo,Madagascar
Bonnat,"Porcelana, Apotequil",2009,75%,France,2.75,Criollo,Peru
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",2009,75%,France,3,Criollo,Mexico
Bonnat,"Xoconusco, cacao Real",2009,75%,France,3,Criollo,Mexico
Bonnat,"Maracaibo, El Rosario",2006,75%,France,4,Criollo,Venezuela
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",2016,70%,U.S.A.,3.5,Criollo,Venezuela
Cacao Atlanta,Tumbes,2014,75%,U.S.A.,2.5,Criollo,Peru
Cacao Prieto,"Criollo, Dominican Republic",2012,72%,U.S.A.,3.75,Criollo,Dominican Republic
Cacao Sampaka,"Mahali, Kasai",2016,70%,Spain,3.5,Criollo,Congo
Cacao Sampaka,"Porcelana, Tabasco, La Joya",2009,70%,Spain,4,Criollo,Mexico
Cacao Sampaka,"Xoconusco, Chiapas",2009,70%,Spain,4,Criollo,Mexico
Cao,Porcelana,2016,75%,U.S.A.,2.5,Criollo,Venezuela
Cao,"Porcelana, Batch 5163",2016,70%,U.S.A.,3,Criollo,Venezuela
Castronovo,San Martin,2013,70%,U.S.A.,2.5,Criollo,Peru
Castronovo,Tumbes,2013,70%,U.S.A.,2.75,Criollo,Peru
Chocolarder,Peru,2015,65%,U.K.,2.5,Criollo,Peru
Chocolarder,Peru + nibs,2015,65%,U.K.,2.75,Criollo,Peru
Chocolate Makers,"Peru, Awagum bar",2015,80%,Amsterdam,3.75,Criollo,Peru
"Chocolate Tree, The",Peru,2012,68%,Scotland,2.75,Criollo,Peru
"Chocolate Tree, The",Madagascar,2012,72%,Scotland,3.25,Criollo,Madagascar
Chocolats Privilege,Xoconusco,2014,70%,Canada,2.5,Criollo,Mexico
ChocoReko,Patanemo,2015,77%,Japan,3,Criollo,Venezuela
Chocovic,Xoconusco,2010,71%,Spain,3.25,Criollo,Mexico
Chocovic,Ocumare,2008,71%,Spain,3.5,Criollo,Venezuela
Choklat,Ocumare,2009,80%,Canada,2.5,Criollo,Venezuela
Choklat,"Porcelana, Tabasco",2009,70%,Canada,2.75,Criollo,Mexico
Choklat,Ocumare,2009,70%,Canada,3,Criollo,Venezuela
Chuao Chocolatier,Choroni,2009,61%,U.S.A.,3,Criollo,Venezuela
Compania de Chocolate (Salgado),Ocumare,2008,70%,Argentina,3.75,Criollo,Venezuela
Coppeneur,"Porcelana, Apotequil",2009,72%,Germany,3,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",2009,62%,Germany,3.25,Criollo,Peru
Coppeneur,"Porcelana, Tabasco, Mexico",2008,72%,Germany,3,Criollo,Mexico
Danta,Las Acacias E.,2012,70%,Guatemala,4,Criollo,Guatemala
Danta,Las Acacias E.,2009,75%,Guatemala,3,Criollo,Guatemala
Danta,Las Acacias E.,2009,60%,Guatemala,3.25,Criollo,Guatemala
Dick Taylor,Mantuano,2011,75%,U.S.A.,2.75,Criollo,Venezuela
Domori,"IL100, H. San Jose",2013,100%,Italy,3,Criollo,Venezuela
Domori,Guasare,2012,70%,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",2011,70%,Italy,3.5,Criollo,Venezuela
Domori,Madagared,2007,70%,Italy,3.5,Criollo,Madagascar
Domori,"Java, Javablond",2007,70%,Italy,3.75,Criollo,Indonesia
Duffy's,"Rio Dulce, Xoco",2015,70%,U.K.,4,Criollo,Guatemala
Duffy's,"Chuno, Xoco",2014,70%,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",2014,76%,U.K.,3.75,Criollo,Nicaragua
Duffy's,"Indio Rojo, Xoco",2011,72%,U.K.,3.75,Criollo,Honduras
Duffy's,"Nicaliso, Xoco",2011,71%,U.K.,3.25,Criollo,Nicaragua
Edelmond,Porcelana,2016,68%,Germany,3,Criollo,Venezuela
El Rey,"Carenero Superior, Apamate",2008,74%,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",2008,58%,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",2008,61%,Venezuela,3,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",2006,70%,Venezuela,2.75,Criollo,Venezuela
Emily's,Peru,2015,78%,Japan,3.5,Criollo,Peru
Escazu,Carenero Superior,2009,81%,U.S.A.,3.5,Criollo,Venezuela
Escazu,Ocumare,2008,72%,U.S.A.,3,Criollo,Venezuela
Felchlin,"Madagascar, Grand Cru",2006,64%,Switzerland,3,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,2006,65%,Switzerland,3,Criollo,Venezuela
Forever Cacao,Rio Eni,2014,72%,U.K.,2.75,Criollo,Peru
French Broad,Tumbes Coop,2012,70%,U.S.A.,2.5,Criollo,Peru
Fresco,"Carenero Superior, #203, MR, SC",2009,65%,U.S.A.,3.5,Criollo,Venezuela
hello cocoa,Venezuela,2015,74%,U.S.A.,3.5,Criollo,Venezuela
Hogarth,Gran Blanco,2016,66%,New Zealand,3.5,Criollo,Peru
Idilio (Felchlin),Coopertiva Amazona,2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72%,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72%,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",2011,74%,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72%,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72%,Switzerland,4,Criollo,Venezuela
iQ Chocolate,"Satipo region, white label",2012,72%,Scotland,2.75,Criollo,Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,70%,Japan,3,Criollo,Peru
L'Amourette,Blend,2012,72%,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela"
Levy,Sambirano,2014,71%,Finland,3.5,Criollo,Madagascar
Lillie Belle,Perfect Illusion,2012,65%,U.S.A.,3.5,Criollo,Peru
