Gender,Age,Height,Weight,Number_of_siblings,Dominant_hand,Education,Only_child,Fear_score,Religiosity_score,Smoking,Alcohol,I_live_a_healthy_lifestyle,I_like_music,Music_diversity_score,Punctuality,Lying,Happiness_score
female,20,165,60,1,right handed,college/bachelor degree,no,54,73,current smoker,social drinker,Agree,Strongly Agree,58,i am often early,sometimes,12
female,22,160,65,1,right handed,secondary school,no,40,83,former smoker,social drinker,Agree,Strongly Agree,60,i am always on time,only to avoid hurting someone,13
male,19,180,80,1,left handed,secondary school,no,36,50,tried smoking,social drinker,Disagree,Strongly Agree,42,i am often early,only to avoid hurting someone,8
female,20,170,90,1,right handed,secondary school,no,34,37,tried smoking,drink a lot,Disagree,Strongly Agree,38,i am always on time,everytime it suits me,12
male,25,180,95,1,right handed,masters degree,no,50,83,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,only to avoid hurting someone,11
male,23,175,79,2,right handed,secondary school,no,36,60,former smoker,social drinker,Disagree,Disagree,51,i am often early,sometimes,11
female,20,167,57,2,right handed,college/bachelor degree,no,38,73,tried smoking,social drinker,Agree,Strongly Agree,65,i am always on time,only to avoid hurting someone,10
female,20,165,,1,left handed,secondary school,no,56,83,tried smoking,social drinker,Neither Agree nor Disagree,Agree,50,i am often running late,sometimes,11
female,21,168,60,1,left handed,secondary school,no,74,80,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,61,i am often early,sometimes,9
female,19,166,44,1,left handed,secondary school,no,56,70,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,only to avoid hurting someone,11
female,21,164,58,1,right handed,college/bachelor degree,no,76,73,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am often early,sometimes,11
female,16,165,50,0,right handed,currently a primary school pupil,yes,54,83,never smoked,never,Neither Agree nor Disagree,Strongly Agree,56,i am always on time,sometimes,15
male,20,180,88,1,right handed,secondary school,no,20,53,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am always on time,only to avoid hurting someone,14
female,18,173,60,0,right handed,secondary school,yes,64,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,52,i am often running late,sometimes,13
female,21,168,54,1,right handed,secondary school,no,40,53,current smoker,never,Strongly Disagree,Strongly Agree,38,i am often early,sometimes,12
male,21,177,68,2,right handed,secondary school,no,48,60,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,sometimes,11
male,18,167,56,2,right handed,college/bachelor degree,no,56,37,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,53,i am often running late,never,13
female,19,173,69,1,right handed,secondary school,no,82,60,current smoker,drink a lot,Disagree,Strongly Agree,45,i am often running late,everytime it suits me,9
female,20,170,54,1,left handed,secondary school,no,50,60,tried smoking,social drinker,Neither Agree nor Disagree,Agree,44,i am always on time,only to avoid hurting someone,12
male,18,180,60,1,right handed,secondary school,no,54,50,current smoker,drink a lot,Disagree,Strongly Agree,44,i am often early,only to avoid hurting someone,7
female,18,172,60,1,right handed,primary school,no,76,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,39,i am often early,only to avoid hurting someone,11
female,23,158,53,0,right handed,secondary school,yes,30,70,former smoker,never,Neither Agree nor Disagree,Strongly Agree,68,i am often running late,sometimes,9
female,20,165,52,1,right handed,secondary school,no,72,43,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,39,i am always on time,never,11
female,18,168,55,1,left handed,secondary school,no,40,67,never smoked,social drinker,Disagree,Strongly Agree,52,i am always on time,only to avoid hurting someone,11
female,28,180,76,1,right handed,college/bachelor degree,no,70,53,current smoker,social drinker,Agree,Strongly Agree,46,i am often early,only to avoid hurting someone,9
female,24,163,67,1,right handed,masters degree,no,70,77,tried smoking,never,Neither Agree nor Disagree,Strongly Agree,50,i am often early,everytime it suits me,11
female,19,154,60,2,right handed,secondary school,yes,64,33,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,44,i am often early,sometimes,12
female,21,161,57,3,right handed,secondary school,no,76,77,former smoker,social drinker,Agree,Strongly Agree,55,i am often early,sometimes,3
female,22,160,65,1,right handed,masters degree,no,50,57,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,39,i am always on time,sometimes,11
male,19,180,77,1,right handed,secondary school,no,50,43,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often running late,only to avoid hurting someone,10
female,18,164,56,2,right handed,primary school,no,74,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am often running late,sometimes,10
female,21,162,62,0,right handed,secondary school,yes,60,37,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,41,i am often early,sometimes,9
female,19,170,53,1,right handed,masters degree,no,42,63,tried smoking,never,Neither Agree nor Disagree,Strongly Agree,56,i am always on time,sometimes,11
male,19,185,78,2,left handed,secondary school,no,64,57,tried smoking,never,Neither Agree nor Disagree,Agree,48,i am often early,sometimes,10
male,20,184,80,1,right handed,secondary school,no,50,43,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,49,i am often running late,only to avoid hurting someone,8
female,19,170,56,3,right handed,secondary school,no,62,40,tried smoking,drink a lot,Disagree,Strongly Agree,58,i am often running late,sometimes,10
male,18,184,83,1,right handed,secondary school,no,46,37,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am often early,sometimes,10
female,18,173,60,1,right handed,secondary school,no,66,43,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,40,i am often running late,sometimes,12
male,19,176,62,1,right handed,secondary school,no,46,40,tried smoking,drink a lot,Disagree,Agree,45,i am always on time,sometimes,10
female,18,163,55,0,right handed,secondary school,yes,74,33,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,34,i am always on time,sometimes,8
female,18,180,74,2,right handed,secondary school,no,58,53,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,44,i am often early,sometimes,10
male,19,175,70,1,right handed,secondary school,no,38,57,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am always on time,only to avoid hurting someone,12
female,19,164,58,1,right handed,secondary school,no,76,47,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,51,i am always on time,sometimes,9
female,19,155,48,1,left handed,college/bachelor degree,no,38,33,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,32,i am always on time,sometimes,11
female,18,163,58,6,right handed,secondary school,no,48,67,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,55,i am always on time,only to avoid hurting someone,10
female,18,162,54,3,right handed,secondary school,no,46,83,tried smoking,social drinker,Neither Agree nor Disagree,Agree,48,i am always on time,only to avoid hurting someone,10
female,19,170,54,1,right handed,secondary school,no,42,57,tried smoking,social drinker,Strongly Agree,Strongly Agree,59,i am often running late,sometimes,11
female,20,157,43,1,right handed,secondary school,yes,58,73,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,only to avoid hurting someone,12
male,19,185,70,1,right handed,secondary school,no,56,23,current smoker,drink a lot,Neither Agree nor Disagree,Agree,37,i am often running late,everytime it suits me,9
female,26,163,55,3,left handed,masters degree,no,74,100,never smoked,social drinker,Agree,Neutral,29,i am often early,never,9
female,19,168,49,1,right handed,secondary school,no,54,57,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,sometimes,12
female,19,169,67,1,right handed,secondary school,yes,50,63,current smoker,social drinker,Disagree,Strongly Agree,50,i am often early,everytime it suits me,9
male,22,178,82,1,right handed,college/bachelor degree,no,46,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am often early,sometimes,13
male,20,165,65,1,right handed,college/bachelor degree,no,40,60,tried smoking,social drinker,Strongly Agree,Strongly Agree,43,i am always on time,sometimes,12
female,28,180,63,2,right handed,masters degree,no,76,73,former smoker,social drinker,Strongly Agree,Strongly Agree,45,i am often running late,only to avoid hurting someone,13
female,19,169,,1,right handed,secondary school,yes,52,60,current smoker,social drinker,Disagree,Strongly Agree,48,i am often early,everytime it suits me,9
female,21,156,48,0,right handed,secondary school,yes,60,33,tried smoking,social drinker,Neither Agree nor Disagree,Agree,53,i am often running late,everytime it suits me,13
female,19,175,58,1,right handed,secondary school,no,86,53,never smoked,social drinker,Agree,Strongly Agree,53,i am always on time,sometimes,11
male,22,188,80,2,right handed,secondary school,no,34,57,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,41,i am always on time,sometimes,12
male,19,181,62,2,right handed,secondary school,no,40,63,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,47,i am always on time,only to avoid hurting someone,11
female,18,168,52,1,right handed,secondary school,no,36,77,tried smoking,social drinker,Strongly Agree,Strongly Agree,65,i am often running late,only to avoid hurting someone,10
female,19,166,62,0,right handed,secondary school,yes,44,60,tried smoking,social drinker,Disagree,Agree,49,i am always on time,sometimes,11
male,22,189,78,2,left handed,secondary school,no,30,50,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,41,i am often running late,everytime it suits me,14
male,29,189,96,3,right handed,masters degree,yes,38,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am always on time,only to avoid hurting someone,9
female,,,60,2,right handed,college/bachelor degree,no,74,40,tried smoking,social drinker,Neither Agree nor Disagree,Agree,48,i am always on time,sometimes,10
female,18,164,60,0,right handed,secondary school,yes,74,60,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,44,i am often running late,never,6
female,22,172,50,1,right handed,secondary school,no,66,70,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am always on time,sometimes,10
female,17,157,46,1,right handed,secondary school,no,34,47,never smoked,never,Agree,Strongly Agree,48,i am often running late,sometimes,11
male,19,189,72,0,right handed,college/bachelor degree,yes,40,47,former smoker,drink a lot,Strongly Agree,Strongly Agree,46,i am always on time,sometimes,10
female,20,161,46,1,right handed,secondary school,no,80,63,tried smoking,social drinker,Disagree,Agree,40,i am often running late,sometimes,10
female,18,173,60,1,right handed,secondary school,yes,46,53,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,57,i am often early,sometimes,11
male,22,195,83,2,,secondary school,yes,38,87,tried smoking,drink a lot,Strongly Agree,Strongly Agree,50,i am often early,never,11
female,19,167,58,1,right handed,secondary school,no,58,70,never smoked,social drinker,Neither Agree nor Disagree,Agree,44,i am always on time,only to avoid hurting someone,10
male,20,178,74,1,right handed,secondary school,no,34,47,tried smoking,social drinker,Agree,Strongly Agree,56,i am always on time,sometimes,14
male,25,186,78,1,right handed,masters degree,no,52,53,never smoked,social drinker,Disagree,Neutral,36,i am always on time,sometimes,8
male,29,170,64,0,left handed,masters degree,yes,32,77,current smoker,drink a lot,Strongly Agree,Strongly Agree,31,i am often early,never,4
male,19,180,80,1,right handed,secondary school,no,70,77,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,43,i am often running late,everytime it suits me,14
female,18,172,60,4,right handed,secondary school,no,50,63,current smoker,drink a lot,Disagree,Strongly Agree,63,i am often running late,sometimes,10
female,20,175,60,2,right handed,secondary school,no,54,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,59,i am always on time,everytime it suits me,10
female,18,169,53,3,right handed,secondary school,no,34,33,tried smoking,social drinker,Disagree,Strongly Agree,46,i am often running late,only to avoid hurting someone,9
male,30,180,80,3,right handed,masters degree,no,58,83,former smoker,never,Agree,Strongly Agree,52,i am always on time,only to avoid hurting someone,11
female,20,175,57,1,right handed,secondary school,no,46,53,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,52,i am always on time,only to avoid hurting someone,11
female,21,161,55,2,right handed,secondary school,no,44,70,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,71,i am often running late,only to avoid hurting someone,12
male,22,190,65,1,right handed,college/bachelor degree,no,30,43,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often early,sometimes,13
male,22,189,82,2,right handed,secondary school,no,44,47,tried smoking,drink a lot,Disagree,Neutral,41,i am often early,sometimes,10
female,20,173,73,1,right handed,college/bachelor degree,yes,52,57,former smoker,social drinker,Disagree,Strongly Agree,55,i am often running late,sometimes,7
female,20,172,57,1,right handed,secondary school,no,66,50,tried smoking,drink a lot,Agree,Strongly Agree,43,i am always on time,sometimes,10
female,19,165,64,1,right handed,secondary school,no,44,67,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,47,i am often running late,everytime it suits me,8
female,28,171,57,1,right handed,masters degree,no,74,40,tried smoking,social drinker,Agree,Neutral,42,i am often running late,sometimes,8
female,19,186,66,3,right handed,secondary school,no,52,93,current smoker,drink a lot,Strongly Disagree,Strongly Agree,20,i am often running late,everytime it suits me,12
male,22,177,75,1,right handed,secondary school,no,26,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,62,i am often early,only to avoid hurting someone,11
female,20,160,49,2,right handed,college/bachelor degree,yes,58,47,current smoker,social drinker,Disagree,Strongly Agree,49,i am often running late,sometimes,12
female,16,168,50,1,right handed,primary school,no,70,50,never smoked,never,Neither Agree nor Disagree,Agree,43,i am always on time,only to avoid hurting someone,12
female,19,165,56,1,right handed,secondary school,no,54,37,former smoker,social drinker,Agree,Strongly Agree,46,i am always on time,sometimes,11
female,20,163,68,2,right handed,secondary school,no,48,80,former smoker,social drinker,Strongly Disagree,Strongly Agree,53,i am always on time,sometimes,9
male,21,185,78,1,right handed,college/bachelor degree,no,46,30,current smoker,drink a lot,Disagree,Strongly Agree,45,i am always on time,sometimes,12
female,19,165,55,1,right handed,secondary school,no,38,60,tried smoking,social drinker,Agree,Strongly Agree,49,i am often early,only to avoid hurting someone,11
female,20,,,2,right handed,secondary school,no,60,70,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often early,sometimes,10
female,25,170,52,1,right handed,college/bachelor degree,no,56,90,never smoked,social drinker,Neither Agree nor Disagree,Neutral,51,i am always on time,only to avoid hurting someone,10
female,20,165,60,1,right handed,secondary school,no,38,70,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,61,i am always on time,sometimes,12
female,19,170,50,3,right handed,secondary school,no,56,67,tried smoking,social drinker,Strongly Disagree,Strongly Agree,41,i am always on time,sometimes,9
male,22,,76,3,right handed,secondary school,no,36,40,tried smoking,drink a lot,Disagree,Strongly Agree,48,i am always on time,sometimes,10
female,19,172,58,2,left handed,secondary school,no,54,80,tried smoking,social drinker,Agree,Strongly Agree,54,i am always on time,sometimes,11
female,21,179,60,1,right handed,secondary school,no,68,67,tried smoking,social drinker,Agree,Strongly Agree,56,i am often early,sometimes,8
male,22,193,86,6,right handed,masters degree,no,40,37,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,58,i am always on time,only to avoid hurting someone,12
female,28,176,60,1,right handed,masters degree,no,62,77,never smoked,social drinker,Agree,Strongly Agree,47,i am often running late,sometimes,10
female,21,168,50,1,right handed,college/bachelor degree,no,38,57,former smoker,social drinker,Strongly Agree,Strongly Agree,38,i am often early,only to avoid hurting someone,11
male,20,177,75,3,right handed,secondary school,no,54,40,current smoker,drink a lot,Disagree,Strongly Agree,52,i am often early,sometimes,12
male,19,189,83,1,left handed,secondary school,no,26,27,former smoker,drink a lot,Agree,Strongly Agree,34,i am often running late,sometimes,13
female,21,168,53,1,right handed,college/bachelor degree,no,54,47,tried smoking,social drinker,Agree,Strongly Agree,53,i am often early,only to avoid hurting someone,13
male,20,179,65,0,right handed,secondary school,yes,56,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,47,i am often early,sometimes,12
female,16,168,,1,right handed,secondary school,yes,50,73,tried smoking,never,Neither Agree nor Disagree,Agree,49,i am always on time,sometimes,13
male,22,176,70,1,right handed,college/bachelor degree,yes,36,50,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,62,i am always on time,sometimes,14
male,19,185,75,2,right handed,secondary school,no,38,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,44,i am often early,only to avoid hurting someone,12
female,22,168,58,1,right handed,college/bachelor degree,yes,72,60,tried smoking,never,Agree,Strongly Agree,29,i am always on time,never,13
male,20,178,74,0,right handed,secondary school,yes,28,37,never smoked,drink a lot,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,sometimes,12
male,22,178,66,0,right handed,college/bachelor degree,yes,64,47,never smoked,social drinker,Disagree,Strongly Agree,45,i am always on time,sometimes,9
male,19,187,69,1,right handed,secondary school,no,34,47,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,everytime it suits me,7
male,22,173,80,2,right handed,secondary school,no,72,90,tried smoking,never,Neither Agree nor Disagree,Strongly Agree,60,i am always on time,sometimes,12
female,17,174,55,1,right handed,secondary school,no,60,50,former smoker,social drinker,Strongly Agree,Strongly Agree,54,i am always on time,sometimes,13
female,18,171,62,1,right handed,secondary school,no,44,73,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am always on time,only to avoid hurting someone,11
male,19,185,74,1,right handed,primary school,no,42,40,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,42,i am often running late,only to avoid hurting someone,10
female,23,174,62,1,right handed,masters degree,no,70,63,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,42,i am always on time,sometimes,12
female,20,157,57,0,right handed,secondary school,yes,58,80,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,62,i am often running late,sometimes,10
female,18,165,57,2,right handed,secondary school,no,36,33,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,53,i am often running late,only to avoid hurting someone,11
male,19,180,67,3,left handed,college/bachelor degree,no,36,70,current smoker,social drinker,Strongly Disagree,Strongly Agree,40,,only to avoid hurting someone,10
female,19,171,60,4,right handed,secondary school,no,44,60,current smoker,drink a lot,Disagree,Strongly Agree,52,i am often running late,only to avoid hurting someone,8
female,28,170,65,2,right handed,masters degree,no,44,77,,social drinker,Neither Agree nor Disagree,Neutral,53,i am always on time,sometimes,9
male,21,183,72,1,right handed,college/bachelor degree,no,38,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am always on time,sometimes,14
female,23,172,69,1,left handed,masters degree,yes,44,47,current smoker,social drinker,Neither Agree nor Disagree,Agree,51,i am always on time,sometimes,14
male,20,185,85,2,right handed,secondary school,no,40,70,tried smoking,social drinker,Strongly Agree,Strongly Agree,51,i am always on time,only to avoid hurting someone,5
male,20,180,68,1,right handed,secondary school,no,32,37,never smoked,social drinker,Disagree,Strongly Agree,40,i am often running late,only to avoid hurting someone,10
female,28,172,50,2,right handed,secondary school,no,46,73,former smoker,social drinker,Strongly Disagree,Strongly Agree,41,i am often running late,only to avoid hurting someone,11
male,22,189,68,1,right handed,secondary school,no,36,70,never smoked,social drinker,Disagree,Strongly Agree,56,i am often early,only to avoid hurting someone,11
female,19,170,65,0,right handed,secondary school,yes,38,40,former smoker,drink a lot,Agree,Strongly Agree,54,i am always on time,sometimes,10
male,21,184,82,3,right handed,college/bachelor degree,no,26,67,former smoker,social drinker,Agree,Strongly Agree,51,i am often running late,sometimes,12
female,21,170,58,1,right handed,secondary school,no,76,53,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often running late,sometimes,9
male,17,175,60,2,right handed,secondary school,no,28,93,current smoker,drink a lot,Strongly Disagree,Strongly Agree,62,i am always on time,sometimes,15
female,19,168,57,1,right handed,college/bachelor degree,no,54,63,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,41,i am always on time,sometimes,12
male,25,190,82,3,right handed,masters degree,no,52,70,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,48,i am often running late,sometimes,11
female,20,170,52,1,right handed,secondary school,no,74,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,52,i am always on time,sometimes,11
male,26,194,85,2,right handed,college/bachelor degree,no,64,70,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am always on time,everytime it suits me,9
male,21,182,78,0,right handed,secondary school,yes,60,73,former smoker,social drinker,Agree,Strongly Agree,64,i am often running late,sometimes,10
female,20,175,53,2,right handed,secondary school,no,40,67,tried smoking,social drinker,Agree,Strongly Agree,43,i am often early,sometimes,12
,29,182,92,1,right handed,masters degree,no,68,53,former smoker,drink a lot,Agree,Strongly Agree,61,i am often early,sometimes,12
male,25,186,80,1,right handed,masters degree,no,62,60,tried smoking,social drinker,Agree,Strongly Agree,59,i am often early,sometimes,12
male,21,175,75,2,right handed,masters degree,yes,46,63,former smoker,drink a lot,Agree,Strongly Agree,55,i am always on time,sometimes,9
male,20,176,70,3,right handed,secondary school,no,64,53,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,sometimes,12
male,27,178,77,3,right handed,masters degree,no,32,73,tried smoking,social drinker,Agree,Strongly Agree,67,i am always on time,sometimes,12
male,21,203,80,2,left handed,secondary school,no,32,47,current smoker,social drinker,Disagree,Strongly Agree,50,i am often early,sometimes,11
female,20,170,52,1,right handed,secondary school,no,54,57,never smoked,social drinker,Neither Agree nor Disagree,Agree,39,i am often early,only to avoid hurting someone,11
female,,166,51,1,left handed,college/bachelor degree,no,64,67,current smoker,social drinker,Agree,Strongly Agree,51,i am often running late,only to avoid hurting someone,12
female,17,163,49,3,left handed,primary school,yes,62,70,tried smoking,social drinker,Agree,Strongly Agree,53,i am always on time,only to avoid hurting someone,11
female,16,,,,right handed,secondary school,no,78,83,tried smoking,never,Neither Agree nor Disagree,Strongly Agree,35,i am often running late,sometimes,11
female,19,,50,3,right handed,secondary school,no,58,80,former smoker,social drinker,Disagree,Strongly Agree,51,i am always on time,sometimes,10
female,18,170,53,1,right handed,secondary school,yes,74,73,never smoked,social drinker,Disagree,Neutral,40,i am often early,sometimes,9
male,19,178,65,0,right handed,college/bachelor degree,yes,50,77,tried smoking,social drinker,Agree,Agree,47,i am always on time,sometimes,12
female,21,167,63,1,right handed,college/bachelor degree,yes,68,80,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,sometimes,9
female,16,168,50,0,right handed,secondary school,yes,68,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,32,i am always on time,sometimes,10
female,20,170,55,2,right handed,college/bachelor degree,no,84,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often early,sometimes,11
female,19,,,2,right handed,primary school,no,62,70,never smoked,social drinker,Neither Agree nor Disagree,,41,i am often running late,sometimes,11
female,20,173,55,1,right handed,secondary school,yes,60,67,current smoker,social drinker,Disagree,Strongly Agree,39,i am often running late,only to avoid hurting someone,10
female,16,,57,2,right handed,currently a primary school pupil,yes,88,73,never smoked,social drinker,Disagree,Strongly Agree,64,i am often running late,everytime it suits me,10
male,20,185,86,1,right handed,secondary school,no,40,83,tried smoking,never,Agree,Strongly Agree,60,i am often early,only to avoid hurting someone,11
male,18,170,70,0,right handed,currently a primary school pupil,yes,40,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often early,everytime it suits me,11
male,20,190,85,1,left handed,secondary school,no,52,43,tried smoking,never,Strongly Agree,Strongly Agree,49,i am always on time,sometimes,15
male,20,180,75,2,right handed,college/bachelor degree,no,46,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,40,i am always on time,sometimes,12
female,16,165,49,2,right handed,primary school,no,62,43,former smoker,social drinker,Disagree,Strongly Agree,44,i am always on time,only to avoid hurting someone,5
female,19,175,76,1,right handed,secondary school,no,54,63,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,38,i am always on time,everytime it suits me,9
male,19,189,97,1,right handed,secondary school,no,50,27,,drink a lot,Disagree,Strongly Agree,43,i am often running late,everytime it suits me,11
female,23,172,64,1,right handed,college/bachelor degree,no,74,43,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,41,i am often running late,sometimes,11
female,20,165,48,1,right handed,college/bachelor degree,no,46,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am always on time,sometimes,12
male,23,189,88,4,left handed,secondary school,no,54,47,former smoker,social drinker,Strongly Agree,Strongly Agree,33,i am often early,sometimes,11
male,19,170,75,2,right handed,currently a primary school pupil,yes,56,80,current smoker,never,Agree,Neutral,44,i am always on time,only to avoid hurting someone,12
female,22,171,56,3,right handed,college/bachelor degree,no,34,60,tried smoking,social drinker,Agree,Strongly Agree,37,i am often early,sometimes,13
male,17,183,75,3,right handed,primary school,no,52,53,never smoked,social drinker,Neither Agree nor Disagree,Agree,40,i am often running late,everytime it suits me,11
female,20,178,58,1,right handed,secondary school,no,22,47,never smoked,social drinker,Disagree,Strongly Agree,43,i am often early,only to avoid hurting someone,11
female,21,169,65,1,right handed,secondary school,no,52,60,tried smoking,social drinker,Agree,Strongly Agree,56,i am always on time,only to avoid hurting someone,11
male,21,178,78,3,right handed,secondary school,no,30,40,tried smoking,drink a lot,Strongly Disagree,Strongly Agree,52,i am often running late,only to avoid hurting someone,13
female,19,160,43,1,right handed,secondary school,no,74,50,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,36,i am always on time,only to avoid hurting someone,9
female,20,175,75,0,right handed,secondary school,yes,64,50,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am often early,only to avoid hurting someone,12
male,19,195,95,0,right handed,college/bachelor degree,yes,56,30,never smoked,social drinker,Disagree,Strongly Agree,62,i am always on time,only to avoid hurting someone,8
male,21,171,65,0,left handed,secondary school,yes,22,30,tried smoking,social drinker,Strongly Agree,Strongly Agree,31,i am always on time,only to avoid hurting someone,10
female,22,164,55,1,right handed,secondary school,no,72,53,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,55,i am often early,sometimes,12
male,22,172,70,3,right handed,college/bachelor degree,no,52,53,never smoked,drink a lot,Disagree,Neutral,52,i am always on time,sometimes,12
male,22,190,80,1,right handed,college/bachelor degree,no,34,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am often running late,sometimes,10
female,28,178,65,1,left handed,masters degree,no,54,50,current smoker,drink a lot,Agree,Strongly Agree,49,i am often running late,sometimes,10
male,21,185,80,1,right handed,secondary school,no,76,60,tried smoking,social drinker,Strongly Agree,Strongly Agree,54,i am often running late,only to avoid hurting someone,10
male,21,189,85,2,right handed,college/bachelor degree,no,50,73,never smoked,never,Strongly Disagree,Strongly Agree,56,i am often running late,everytime it suits me,11
female,17,165,65,3,right handed,primary school,no,42,57,former smoker,drink a lot,Disagree,Strongly Agree,41,i am always on time,sometimes,10
female,21,170,52,1,right handed,secondary school,yes,60,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,38,i am always on time,only to avoid hurting someone,12
female,17,173,66,1,right handed,primary school,no,42,47,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am always on time,only to avoid hurting someone,12
male,28,182,88,1,right handed,masters degree,no,38,47,never smoked,drink a lot,Disagree,Strongly Agree,57,i am often running late,sometimes,10
female,20,160,55,1,right handed,college/bachelor degree,no,56,60,current smoker,social drinker,Neither Agree nor Disagree,Agree,46,i am often early,sometimes,13
female,19,170,65,0,right handed,secondary school,yes,56,63,tried smoking,never,Neither Agree nor Disagree,Strongly Agree,45,i am always on time,sometimes,11
female,21,172,52,1,right handed,secondary school,no,36,50,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often early,sometimes,11
male,23,189,87,1,right handed,college/bachelor degree,no,52,53,current smoker,never,Agree,Strongly Agree,46,i am often running late,sometimes,10
male,17,168,67,1,right handed,primary school,yes,42,43,current smoker,drink a lot,Strongly Disagree,Strongly Agree,38,i am often early,everytime it suits me,5
male,20,179,60,0,right handed,primary school,,30,50,current smoker,drink a lot,Disagree,Strongly Agree,43,i am always on time,only to avoid hurting someone,8
